transaction_id,user_id,product_id,quantity,unit_price,total_amount,payment_method,transaction_date,status,payment_encoded
1979,720,293,2,259.7,519.4,debit_card,2026-03-12 11:07:59,cancelled,2
1980,186,281,2,205.54,411.08,cod,2026-02-28 08:19:56,completed,0
1981,446,227,5,387.21,1936.05,upi,2026-02-23 18:11:15,refunded,3
1982,381,419,3,232.88,698.64,debit_card,2026-07-01 03:27:04,completed,2
1983,238,473,3,475.13,1425.39,cod,2026-02-03 22:06:01,completed,0
1984,403,214,2,32.01,64.02,credit_card,2026-05-07 01:49:44,completed,1
1985,549,83,1,487.4,487.4,credit_card,2026-05-06 15:28:54,pending,1
1986,765,37,2,204.41,408.82,wallet,2026-06-10 16:03:53,completed,4
1987,665,224,3,448.95,1346.85,debit_card,2026-01-29 19:09:19,completed,2
1988,854,322,3,393.06,1179.18,debit_card,2026-06-09 11:47:21,pending,2
1989,140,431,5,498.55,2492.75,wallet,2026-07-18 01:38:18,completed,4
1990,868,184,3,269.22,807.66,cod,2026-02-02 06:50:48,pending,0
1991,906,76,2,167.01,334.02,cod,2026-03-10 13:29:56,completed,0
1992,379,282,4,238.69,954.76,cod,2026-04-09 19:54:40,completed,0
1993,637,204,1,167.69,167.69,debit_card,2026-04-17 17:53:49,completed,2
1994,373,47,2,9.6,19.2,credit_card,2026-03-21 03:31:08,completed,1
1995,108,304,5,92.82,464.1,debit_card,2026-05-02 14:10:10,completed,2
1996,147,151,4,172.24,688.96,credit_card,2026-05-30 21:32:30,completed,1
1997,851,23,3,210.74,632.22,cod,2026-04-12 11:23:28,completed,0
1998,329,370,2,157.39,314.78,upi,2026-02-05 03:00:46,completed,3
1999,170,224,4,448.95,1795.8,cod,2026-02-22 21:47:01,pending,0
2000,757,3,3,57.44,172.32,cod,2026-06-24 14:49:40,completed,0
2001,345,114,2,353.75,707.5,debit_card,2026-06-06 14:55:34,completed,2
2002,890,93,5,55.44,277.2,cod,2026-03-30 09:02:45,pending,0
2003,562,204,3,167.69,503.07,debit_card,2026-04-09 12:57:46,refunded,2
2004,473,353,1,183.68,183.68,debit_card,2026-02-21 15:08:17,completed,2
2005,315,433,2,185.81,371.62,credit_card,2026-05-23 00:45:14,completed,1
2006,70,73,2,116.14,232.28,credit_card,2026-04-18 22:03:53,pending,1
2007,179,12,4,227.54,910.16,cod,2026-02-26 02:58:43,refunded,0
2008,320,43,1,495.96,495.96,credit_card,2026-06-27 14:20:28,refunded,1
2009,174,243,4,105.53,422.12,upi,2026-06-15 20:42:52,completed,3
2010,621,192,4,29.05,116.2,debit_card,2026-05-09 07:11:38,completed,2
2011,309,46,1,5.54,5.54,credit_card,2026-05-17 01:13:55,completed,1
2012,892,253,5,61.79,308.95,credit_card,2026-06-12 19:21:25,cancelled,1
2013,993,358,3,287.96,863.88,debit_card,2026-04-12 21:48:59,completed,2
2014,978,320,4,473.13,1892.52,wallet,2026-07-09 17:31:00,completed,4
2015,597,315,5,226.06,1130.3,wallet,2026-04-12 03:39:54,completed,4
2016,634,414,5,277.29,1386.45,credit_card,2026-04-01 10:00:32,completed,1
2017,322,396,2,354.78,709.56,wallet,2026-04-05 16:27:49,completed,4
2018,432,200,1,78.83,78.83,debit_card,2026-07-08 08:24:01,completed,2
2019,58,307,4,395.83,1583.32,debit_card,2026-06-03 07:07:12,completed,2
2020,351,343,5,232.73,1163.65,cod,2026-04-22 19:24:54,completed,0
2021,482,298,4,260.74,1042.96,cod,2026-04-17 08:57:36,completed,0
2022,571,109,1,283.99,283.99,cod,2026-05-20 04:53:53,completed,0
2023,892,307,1,395.83,395.83,wallet,2026-04-29 09:29:11,completed,4
2024,173,234,3,358.62,1075.86,cod,2026-02-22 01:34:45,completed,0
2025,796,149,5,204.47,1022.35,upi,2026-06-14 08:01:28,completed,3
2026,664,210,4,444.36,1777.44,upi,2026-03-26 04:37:04,completed,3
2027,53,317,4,482.46,1929.84,credit_card,2026-02-23 19:30:18,completed,1
2028,555,26,4,61.04,244.16,credit_card,2026-07-03 05:17:13,cancelled,1
2029,453,115,1,164.69,164.69,credit_card,2026-06-26 16:48:42,completed,1
2030,138,136,3,27.09,81.27,cod,2026-04-13 10:29:06,pending,0
2031,359,336,2,252.0,504.0,wallet,2026-07-01 09:18:38,completed,4
2032,10,406,3,360.33,1080.99,upi,2026-06-25 06:18:44,completed,3
2033,712,147,5,393.94,1969.7,upi,2026-03-18 18:57:58,completed,3
2034,766,274,3,39.56,118.68,credit_card,2026-06-23 21:14:03,cancelled,1
2035,44,86,1,139.62,139.62,cod,2026-05-25 15:13:52,completed,0
2036,796,408,5,412.7,2063.5,cod,2026-02-12 08:38:43,pending,0
2037,694,140,2,44.08,88.16,wallet,2026-04-05 10:21:32,completed,4
2038,495,235,3,348.68,1046.04,cod,2026-05-01 09:24:56,completed,0
2039,653,259,2,415.23,830.46,credit_card,2026-03-06 03:35:28,completed,1
2040,788,464,1,307.69,307.69,upi,2026-04-10 16:32:50,completed,3
2041,707,100,4,208.94,835.76,credit_card,2026-05-14 17:32:40,completed,1
2042,255,96,5,405.6,2028.0,upi,2026-06-01 13:01:59,completed,3
2043,541,444,5,452.42,2262.1,cod,2026-05-12 20:08:44,completed,0
2044,436,112,5,359.88,1799.4,wallet,2026-02-28 09:52:10,completed,4
2045,10,300,1,416.03,416.03,upi,2026-06-06 07:58:06,completed,3
2046,1,205,4,95.52,382.08,upi,2026-05-10 04:58:54,completed,3
2047,333,402,1,164.69,164.69,upi,2026-02-22 10:07:56,completed,3
2048,67,190,4,364.95,1459.8,upi,2026-05-27 20:29:40,completed,3
2049,588,356,4,246.31,985.24,cod,2026-02-21 13:08:00,completed,0
2050,959,91,1,201.14,201.14,credit_card,2026-02-21 11:11:06,completed,1
2051,672,169,1,383.91,383.91,debit_card,2026-05-06 20:13:25,completed,2
2052,897,393,5,352.16,1760.8,cod,2026-03-15 02:42:00,completed,0
2053,797,435,2,462.49,924.98,credit_card,2026-02-01 14:06:59,completed,1
2054,91,272,4,148.87,595.48,upi,2026-06-01 14:44:00,completed,3
2055,888,235,2,348.68,697.36,credit_card,2026-04-21 05:12:41,completed,1
2056,814,291,5,260.6,1303.0,upi,2026-06-02 18:38:51,pending,3
2057,424,179,1,73.0,73.0,debit_card,2026-05-10 04:52:32,completed,2
2058,870,254,4,193.78,775.12,upi,2026-03-07 06:25:09,completed,3
2059,153,295,5,243.35,1216.75,upi,2026-06-17 17:07:00,completed,3
2060,369,459,3,423.84,1271.52,upi,2026-03-13 19:00:27,completed,3
2061,193,186,3,68.82,206.46,credit_card,2026-06-24 17:32:17,completed,1
2062,149,478,3,305.95,917.85,debit_card,2026-04-03 08:56:15,completed,2
2063,74,441,3,31.28,93.84,credit_card,2026-03-07 08:29:26,completed,1
2064,52,345,3,122.38,367.14,debit_card,2026-05-27 11:53:23,completed,2
2065,372,158,4,412.64,1650.56,debit_card,2026-06-21 12:50:57,completed,2
2066,985,348,1,403.02,403.02,wallet,2026-02-01 21:58:38,completed,4
2067,449,457,1,70.12,70.12,upi,2026-03-24 07:04:19,completed,3
2068,51,71,2,6.27,12.54,debit_card,2026-04-24 22:53:18,pending,2
2069,264,107,3,180.63,541.89,upi,2026-03-28 12:58:32,completed,3
2070,891,135,2,196.83,393.66,credit_card,2026-02-17 15:34:44,completed,1
2071,989,342,5,21.12,105.6,debit_card,2026-06-11 15:22:21,completed,2
2072,840,58,4,185.88,743.52,credit_card,2026-04-18 10:45:23,pending,1
2073,319,129,5,445.43,2227.15,upi,2026-02-10 15:31:39,cancelled,3
2074,165,96,3,405.6,1216.8,cod,2026-06-24 21:14:42,completed,0
2075,963,88,5,270.28,1351.4,debit_card,2026-02-19 05:19:46,completed,2
2076,773,474,2,284.92,569.84,cod,2026-04-10 18:30:40,completed,0
2077,916,34,3,496.28,1488.84,upi,2026-02-26 06:27:37,completed,3
2078,387,17,4,46.95,187.8,upi,2026-07-12 20:06:12,completed,3
2079,121,136,5,27.09,135.45,wallet,2026-04-22 16:13:10,completed,4
2080,88,314,3,290.94,872.82,cod,2026-03-08 17:51:59,completed,0
2081,92,205,1,95.52,95.52,debit_card,2026-04-05 08:04:54,pending,2
2082,789,167,3,243.46,730.38,upi,2026-04-08 22:19:10,completed,3
2083,741,366,4,19.14,76.56,credit_card,2026-03-20 09:59:55,completed,1
2084,882,84,4,297.99,1191.96,upi,2026-07-14 06:42:27,completed,3
2085,278,26,1,61.04,61.04,upi,2026-02-27 10:38:25,completed,3
2086,601,331,1,431.7,431.7,upi,2026-03-06 00:47:15,completed,3
2087,437,444,4,452.42,1809.68,cod,2026-05-28 12:27:11,completed,0
2088,534,361,1,96.02,96.02,upi,2026-02-12 01:50:06,completed,3
2089,898,52,5,448.81,2244.05,debit_card,2026-04-12 08:38:52,completed,2
2090,354,183,1,318.58,318.58,debit_card,2026-05-15 23:06:23,completed,2
2091,693,220,1,107.39,107.39,wallet,2026-06-23 17:51:41,pending,4
2092,455,488,1,493.66,493.66,cod,2026-02-05 05:13:55,pending,0
2093,575,130,3,207.59,622.77,debit_card,2026-02-22 09:41:47,cancelled,2
2094,880,123,1,28.83,28.83,cod,2026-03-05 09:39:45,completed,0
2095,803,143,3,132.65,397.95,cod,2026-06-12 23:44:32,completed,0
2096,192,349,4,239.13,956.52,wallet,2026-06-13 00:54:40,completed,4
2097,972,189,4,376.31,1505.24,credit_card,2026-06-21 23:29:11,completed,1
2098,292,3,4,57.44,229.76,upi,2026-05-25 03:54:15,refunded,3
2099,594,459,1,423.84,423.84,cod,2026-04-10 20:38:46,completed,0
2100,363,115,1,164.69,164.69,debit_card,2026-06-05 19:32:48,completed,2
2101,908,427,1,254.84,254.84,wallet,2026-05-02 15:55:58,pending,4
2102,44,281,2,205.54,411.08,cod,2026-03-19 12:08:11,completed,0
2103,992,270,3,75.52,226.56,cod,2026-07-07 19:44:19,completed,0
2104,938,138,3,209.92,629.76,cod,2026-01-30 12:26:39,pending,0
2105,94,248,4,300.46,1201.84,debit_card,2026-02-13 13:37:43,pending,2
2106,311,380,3,144.65,433.95,wallet,2026-03-04 15:46:19,completed,4
2107,535,178,3,434.41,1303.23,upi,2026-04-20 16:55:10,completed,3
2108,961,161,2,29.58,59.16,cod,2026-07-18 06:40:31,completed,0
2109,795,493,1,170.23,170.23,upi,2026-06-02 23:02:44,completed,3
2110,23,279,3,421.69,1265.07,credit_card,2026-01-31 21:51:00,completed,1
2111,227,490,5,283.5,1417.5,wallet,2026-07-01 09:36:59,cancelled,4
2112,702,416,3,183.2,549.6,upi,2026-03-30 05:01:48,completed,3
2113,531,2,4,330.51,1322.04,wallet,2026-05-05 21:58:29,cancelled,4
2114,30,358,3,287.96,863.88,credit_card,2026-04-21 17:54:42,completed,1
2115,929,324,1,179.8,179.8,upi,2026-04-11 18:08:25,completed,3
2116,732,51,1,315.9,315.9,upi,2026-03-12 04:53:42,completed,3
2117,50,471,1,128.79,128.79,debit_card,2026-04-03 22:07:37,completed,2
2118,38,240,5,55.73,278.65,cod,2026-05-03 09:04:03,completed,0
2119,818,92,1,476.29,476.29,cod,2026-06-06 14:56:41,completed,0
2120,981,55,4,261.29,1045.16,upi,2026-03-11 05:49:28,cancelled,3
2121,331,297,5,24.4,122.0,upi,2026-01-23 12:39:55,completed,3
2122,699,263,4,338.28,1353.12,cod,2026-02-02 13:46:01,completed,0
2123,970,352,2,407.84,815.68,upi,2026-06-16 04:58:28,completed,3
2124,430,354,3,65.01,195.03,cod,2026-05-27 12:29:20,completed,0
2125,459,327,5,230.11,1150.55,debit_card,2026-05-24 00:53:57,completed,2
2126,55,33,2,476.44,952.88,debit_card,2026-03-09 20:36:31,completed,2
2127,451,270,1,75.52,75.52,cod,2026-06-18 20:52:12,completed,0
2128,986,195,2,332.93,665.86,wallet,2026-02-16 06:26:28,completed,4
2129,112,427,1,254.84,254.84,cod,2026-07-05 13:08:21,completed,0
2130,892,346,1,214.85,214.85,upi,2026-05-15 01:39:52,completed,3
2131,264,404,3,245.26,735.78,wallet,2026-07-11 20:23:47,completed,4
2132,703,252,3,113.13,339.39,debit_card,2026-05-29 06:01:19,completed,2
2133,103,210,4,444.36,1777.44,upi,2026-04-28 11:15:13,completed,3
2134,667,215,2,42.06,84.12,credit_card,2026-04-16 22:06:21,completed,1
2135,428,115,3,164.69,494.07,upi,2026-05-23 04:47:47,pending,3
2136,940,49,1,441.09,441.09,cod,2026-02-17 08:13:00,completed,0
2137,133,91,4,201.14,804.56,upi,2026-05-19 17:15:12,completed,3
2138,530,32,2,300.44,600.88,credit_card,2026-04-07 17:14:28,cancelled,1
2139,912,122,1,108.79,108.79,credit_card,2026-03-18 20:45:01,completed,1
2140,418,246,5,217.11,1085.55,debit_card,2026-04-20 13:22:06,pending,2
2141,382,201,3,323.95,971.85,cod,2026-06-16 21:27:54,completed,0
2142,489,211,3,353.76,1061.28,upi,2026-07-12 18:40:08,completed,3
2143,69,30,5,431.22,2156.1,credit_card,2026-04-29 22:35:07,completed,1
2144,999,205,3,95.52,286.56,wallet,2026-07-04 09:49:46,completed,4
2145,92,235,1,348.68,348.68,wallet,2026-04-08 09:53:32,completed,4
2146,436,470,2,165.11,330.22,debit_card,2026-06-07 06:48:35,pending,2
2147,821,257,3,474.36,1423.08,cod,2026-03-19 07:14:27,pending,0
2148,549,112,5,359.88,1799.4,upi,2026-06-08 16:38:07,completed,3
2149,496,95,3,133.12,399.36,credit_card,2026-03-08 11:44:18,completed,1
2150,494,378,4,59.63,238.52,wallet,2026-01-21 03:53:16,completed,4
2151,761,190,4,364.95,1459.8,debit_card,2026-03-24 21:36:57,refunded,2
2152,222,9,2,465.31,930.62,upi,2026-01-22 23:10:33,completed,3
2153,310,299,5,112.21,561.05,cod,2026-01-26 00:26:48,completed,0
2154,137,138,2,209.92,419.84,debit_card,2026-02-27 01:03:21,completed,2
2155,471,172,4,344.73,1378.92,credit_card,2026-03-20 11:08:59,completed,1
2156,696,5,5,243.97,1219.85,wallet,2026-07-05 00:07:46,completed,4
2157,817,60,4,146.81,587.24,debit_card,2026-07-09 23:59:26,cancelled,2
2158,356,27,2,381.2,762.4,upi,2026-03-30 08:09:53,completed,3
2159,379,444,5,452.42,2262.1,wallet,2026-03-18 01:04:36,pending,4
2160,927,343,5,232.73,1163.65,upi,2026-06-18 12:35:50,completed,3
2161,591,411,2,210.52,421.04,upi,2026-03-26 18:11:01,completed,3
2162,715,343,4,232.73,930.92,upi,2026-02-11 14:14:28,completed,3
2163,652,66,5,352.24,1761.2,wallet,2026-06-23 20:35:11,completed,4
2164,736,467,5,98.98,494.9,credit_card,2026-06-01 20:00:30,completed,1
2165,712,15,1,483.13,483.13,cod,2026-06-24 19:29:54,completed,0
2166,515,225,4,101.98,407.92,credit_card,2026-03-28 14:04:08,cancelled,1
2167,547,319,4,23.69,94.76,wallet,2026-02-03 11:29:07,completed,4
2168,476,328,1,255.59,255.59,debit_card,2026-03-02 22:07:23,pending,2
2169,29,408,2,412.7,825.4,wallet,2026-06-23 23:15:00,completed,4
2170,369,11,3,97.26,291.78,cod,2026-02-28 20:08:21,completed,0
2171,912,361,5,96.02,480.1,credit_card,2026-04-20 18:56:49,pending,1
2172,700,343,3,232.73,698.19,debit_card,2026-03-28 21:42:54,completed,2
2173,344,287,1,26.19,26.19,cod,2026-03-06 07:38:59,refunded,0
2174,673,159,3,246.95,740.85,cod,2026-05-25 04:45:46,completed,0
2175,241,399,2,186.72,373.44,cod,2026-06-01 14:27:56,completed,0
2176,853,329,4,402.46,1609.84,credit_card,2026-05-07 03:54:50,completed,1
2177,529,139,3,212.22,636.66,credit_card,2026-07-03 17:30:20,completed,1
2178,779,304,4,92.82,371.28,cod,2026-03-12 06:14:29,completed,0
2179,599,253,5,61.79,308.95,wallet,2026-05-12 23:17:59,completed,4
2180,555,156,2,440.27,880.54,debit_card,2026-03-19 03:32:09,completed,2
2181,446,147,3,393.94,1181.82,upi,2026-02-26 01:48:40,completed,3
2182,971,362,4,87.62,350.48,upi,2026-04-17 16:10:25,completed,3
2183,268,189,5,376.31,1881.55,debit_card,2026-03-18 10:10:37,completed,2
2184,117,358,1,287.96,287.96,credit_card,2026-01-25 17:56:55,completed,1
2185,826,121,1,411.72,411.72,upi,2026-05-05 00:05:02,refunded,3
2186,619,340,5,247.95,1239.75,credit_card,2026-05-14 16:04:14,completed,1
2187,343,229,2,347.45,694.9,wallet,2026-07-05 01:56:41,completed,4
2188,905,98,2,194.45,388.9,debit_card,2026-06-06 00:09:31,completed,2
2189,328,119,2,162.52,325.04,upi,2026-06-20 11:22:38,refunded,3
2190,909,280,2,365.08,730.16,debit_card,2026-02-21 17:12:12,completed,2
2191,778,212,5,263.94,1319.7,upi,2026-04-06 18:02:30,completed,3
2192,203,343,2,232.73,465.46,wallet,2026-04-19 22:17:40,completed,4
2193,633,80,3,5.72,17.16,debit_card,2026-06-25 08:52:52,completed,2
2194,859,296,1,125.62,125.62,debit_card,2026-05-02 13:10:02,completed,2
2195,576,188,5,264.44,1322.2,debit_card,2026-04-18 01:51:44,completed,2
2196,342,80,1,5.72,5.72,upi,2026-05-05 00:02:19,completed,3
2197,930,387,3,468.43,1405.29,cod,2026-06-08 19:49:15,pending,0
2198,650,345,5,122.38,611.9,debit_card,2026-01-22 22:41:36,completed,2
2199,333,210,2,444.36,888.72,wallet,2026-05-14 21:01:41,completed,4
2200,335,170,5,362.04,1810.2,wallet,2026-03-19 04:11:44,completed,4
2201,549,241,2,122.61,245.22,credit_card,2026-07-01 12:44:25,completed,1
2202,743,31,3,393.5,1180.5,debit_card,2026-06-03 11:00:45,completed,2
2203,299,224,3,448.95,1346.85,wallet,2026-02-08 19:20:05,completed,4
2204,18,260,1,232.32,232.32,debit_card,2026-07-15 15:22:25,completed,2
2205,835,228,2,267.53,535.06,debit_card,2026-07-18 07:40:38,cancelled,2
2206,798,281,2,205.54,411.08,debit_card,2026-04-26 13:59:33,completed,2
2207,876,498,5,464.26,2321.3,cod,2026-02-18 21:23:24,completed,0
2208,460,254,4,193.78,775.12,debit_card,2026-05-27 14:35:26,completed,2
2209,652,141,4,90.58,362.32,cod,2026-02-05 06:36:00,completed,0
2210,560,160,5,419.64,2098.2,credit_card,2026-03-05 02:27:10,cancelled,1
2211,113,396,4,354.78,1419.12,credit_card,2026-06-22 01:12:20,completed,1
2212,710,49,4,441.09,1764.36,credit_card,2026-02-23 01:44:12,completed,1
2213,699,454,1,458.97,458.97,debit_card,2026-02-08 09:15:11,completed,2
2214,138,471,2,128.79,257.58,wallet,2026-06-08 23:49:03,completed,4
2215,10,48,4,40.06,160.24,debit_card,2026-07-03 02:43:36,completed,2
2216,598,284,1,253.57,253.57,debit_card,2026-07-09 20:39:51,completed,2
2217,64,494,3,130.94,392.82,cod,2026-07-10 13:35:58,completed,0
2218,379,471,3,128.79,386.37,upi,2026-05-18 07:14:15,completed,3
2219,707,8,2,27.12,54.24,cod,2026-04-29 17:51:42,pending,0
2220,196,119,1,162.52,162.52,debit_card,2026-03-02 15:35:02,completed,2
2221,927,437,3,348.43,1045.29,credit_card,2026-04-29 13:48:43,completed,1
2222,350,43,5,495.96,2479.8,upi,2026-03-08 23:24:56,completed,3
2223,253,208,4,402.12,1608.48,debit_card,2026-02-04 21:17:44,completed,2
2224,340,30,3,431.22,1293.66,cod,2026-06-08 13:03:28,refunded,0
2225,771,139,5,212.22,1061.1,debit_card,2026-06-11 22:25:51,completed,2
2226,195,189,3,376.31,1128.93,upi,2026-06-05 09:13:26,completed,3
2227,264,41,4,395.21,1580.84,credit_card,2026-03-13 02:26:18,completed,1
2228,262,317,2,482.46,964.92,upi,2026-03-30 07:56:36,completed,3
2229,241,98,1,194.45,194.45,debit_card,2026-03-15 00:52:00,completed,2
2230,861,250,1,38.75,38.75,wallet,2026-05-03 08:11:30,completed,4
2231,151,325,3,369.78,1109.34,cod,2026-03-10 12:35:46,completed,0
2232,746,250,2,38.75,77.5,credit_card,2026-04-01 23:57:58,completed,1
2233,579,271,5,337.13,1685.65,wallet,2026-05-03 16:05:24,completed,4
2234,654,206,5,400.95,2004.75,wallet,2026-02-24 17:48:16,completed,4
2235,674,465,2,228.55,457.1,credit_card,2026-03-16 16:49:22,pending,1
2236,55,210,4,444.36,1777.44,upi,2026-05-23 03:33:15,completed,3
2237,950,55,1,261.29,261.29,upi,2026-06-08 23:52:22,completed,3
2238,694,338,2,460.49,920.98,wallet,2026-06-10 14:32:16,completed,4
2239,835,482,3,152.73,458.19,credit_card,2026-03-20 19:17:49,completed,1
2240,436,25,5,271.12,1355.6,credit_card,2026-04-16 05:57:39,completed,1
2241,704,488,5,493.66,2468.3,credit_card,2026-03-15 19:25:11,pending,1
2242,920,71,1,6.27,6.27,wallet,2026-07-02 07:04:05,completed,4
2243,777,450,4,480.5,1922.0,credit_card,2026-01-20 23:08:44,completed,1
2244,102,362,5,87.62,438.1,cod,2026-05-01 16:14:06,completed,0
2245,62,445,5,252.82,1264.1,debit_card,2026-02-21 16:05:34,completed,2
2246,131,419,4,232.88,931.52,wallet,2026-04-25 22:06:15,completed,4
2247,140,102,2,494.75,989.5,upi,2026-02-22 23:41:32,completed,3
2248,353,19,4,73.24,292.96,wallet,2026-05-07 19:36:41,cancelled,4
2249,144,391,4,188.84,755.36,credit_card,2026-06-19 00:56:07,pending,1
2250,193,48,5,40.06,200.3,wallet,2026-02-27 00:53:24,completed,4
2251,378,166,2,8.64,17.28,cod,2026-05-23 11:50:06,completed,0
2252,906,465,2,228.55,457.1,debit_card,2026-06-13 09:01:15,completed,2
2253,965,466,4,200.83,803.32,debit_card,2026-01-26 14:31:22,completed,2
2254,539,239,4,346.84,1387.36,cod,2026-04-07 14:49:09,completed,0
2255,513,50,1,283.83,283.83,credit_card,2026-03-10 04:38:16,completed,1
2256,673,498,4,464.26,1857.04,upi,2026-05-25 19:20:34,completed,3
2257,213,37,2,204.41,408.82,credit_card,2026-03-28 12:25:05,completed,1
2258,98,439,4,313.41,1253.64,credit_card,2026-02-19 02:46:19,completed,1
2259,61,338,3,460.49,1381.47,wallet,2026-06-16 14:17:56,completed,4
2260,154,412,3,442.0,1326.0,cod,2026-03-03 11:13:15,completed,0
2261,624,468,5,214.12,1070.6,upi,2026-06-20 22:58:30,completed,3
2262,514,68,4,404.52,1618.08,credit_card,2026-02-20 00:57:50,completed,1
2263,173,137,1,35.51,35.51,credit_card,2026-01-27 07:14:31,completed,1
2264,493,80,3,5.72,17.16,wallet,2026-07-09 01:57:27,pending,4
2265,821,159,5,246.95,1234.75,cod,2026-02-01 04:54:11,refunded,0
2266,358,325,5,369.78,1848.9,wallet,2026-05-09 21:06:38,completed,4
2267,534,42,4,13.06,52.24,credit_card,2026-05-26 06:16:21,refunded,1
2268,933,451,1,80.61,80.61,upi,2026-02-05 23:30:57,completed,3
2269,883,185,3,13.87,41.61,credit_card,2026-05-02 08:02:45,cancelled,1
2270,218,38,4,293.07,1172.28,cod,2026-03-26 09:51:52,completed,0
2271,868,21,1,311.61,311.61,debit_card,2026-06-29 13:49:41,completed,2
2272,52,331,5,431.7,2158.5,credit_card,2026-05-02 15:39:07,completed,1
2273,345,129,1,445.43,445.43,upi,2026-01-25 08:44:12,completed,3
2274,563,243,3,105.53,316.59,cod,2026-02-17 14:01:16,completed,0
2275,353,498,1,464.26,464.26,upi,2026-02-02 00:22:11,completed,3
2276,718,197,5,103.33,516.65,credit_card,2026-05-20 16:26:15,cancelled,1
2277,524,74,5,189.54,947.7,credit_card,2026-02-14 03:06:48,pending,1
2278,66,151,4,172.24,688.96,wallet,2026-02-27 11:33:43,refunded,4
2279,560,314,4,290.94,1163.76,wallet,2026-05-16 10:15:55,refunded,4
2280,835,234,5,358.62,1793.1,upi,2026-05-17 04:02:10,pending,3
2281,14,354,5,65.01,325.05,cod,2026-04-15 13:15:56,completed,0
2282,746,137,1,35.51,35.51,wallet,2026-07-02 01:11:45,completed,4
2283,243,188,4,264.44,1057.76,credit_card,2026-06-24 01:56:39,pending,1
2284,95,359,1,117.97,117.97,cod,2026-02-18 11:13:33,pending,0
2285,364,364,2,81.86,163.72,upi,2026-04-19 13:09:45,completed,3
2286,841,7,5,53.32,266.6,wallet,2026-06-10 18:53:36,completed,4
2287,73,191,1,357.0,357.0,upi,2026-07-13 12:39:42,completed,3
2288,279,198,4,151.2,604.8,debit_card,2026-03-14 22:05:06,completed,2
2289,838,123,4,28.83,115.32,credit_card,2026-02-14 05:21:49,completed,1
2290,482,34,5,496.28,2481.4,wallet,2026-04-27 12:48:54,completed,4
2291,799,316,2,203.28,406.56,credit_card,2026-02-24 19:46:08,completed,1
2292,412,129,4,445.43,1781.72,debit_card,2026-05-17 07:36:22,pending,2
2293,498,288,3,441.37,1324.11,wallet,2026-04-27 02:31:17,refunded,4
2294,206,139,1,212.22,212.22,wallet,2026-02-13 03:42:36,refunded,4
2295,850,61,1,322.07,322.07,credit_card,2026-04-08 19:15:48,completed,1
2296,159,101,3,72.93,218.79,credit_card,2026-02-25 22:24:06,completed,1
2297,997,321,2,426.03,852.06,upi,2026-05-10 17:41:25,completed,3
2298,608,395,5,346.18,1730.9,credit_card,2026-04-08 06:12:03,completed,1
2299,245,426,1,350.4,350.4,upi,2026-02-02 21:26:25,completed,3
2300,218,451,5,80.61,403.05,cod,2026-06-27 16:56:29,pending,0
2301,942,330,4,283.77,1135.08,wallet,2026-07-12 20:26:09,completed,4
2302,292,460,3,239.55,718.65,debit_card,2026-05-08 17:49:02,completed,2
2303,636,342,5,21.12,105.6,cod,2026-01-31 14:19:43,cancelled,0
2304,49,401,5,410.43,2052.15,credit_card,2026-06-30 06:27:59,completed,1
2305,557,475,4,385.73,1542.92,debit_card,2026-07-01 02:39:53,completed,2
2306,752,67,4,67.83,271.32,wallet,2026-03-01 18:02:03,refunded,4
2307,404,472,5,354.58,1772.9,debit_card,2026-05-14 05:30:56,completed,2
2308,505,476,2,315.09,630.18,cod,2026-07-09 19:14:03,completed,0
2309,103,94,1,69.7,69.7,wallet,2026-04-09 01:25:45,pending,4
2310,176,296,1,125.62,125.62,wallet,2026-02-05 12:48:28,refunded,4
2311,1000,119,5,162.52,812.6,upi,2026-07-02 11:19:55,completed,3
2312,458,483,1,84.86,84.86,upi,2026-06-06 07:35:44,completed,3
2313,135,42,3,13.06,39.18,upi,2026-03-18 09:09:41,pending,3
2314,945,354,1,65.01,65.01,debit_card,2026-02-18 04:34:10,completed,2
2315,752,7,3,53.32,159.96,upi,2026-06-20 16:52:27,completed,3
2316,18,145,2,295.85,591.7,debit_card,2026-03-06 04:10:27,pending,2
2317,279,104,3,17.9,53.7,wallet,2026-04-02 05:25:03,completed,4
2318,68,395,3,346.18,1038.54,credit_card,2026-05-12 14:05:14,completed,1
2319,80,389,3,318.29,954.87,credit_card,2026-06-27 13:47:55,completed,1
2320,149,79,1,466.54,466.54,cod,2026-06-28 02:36:42,completed,0
2321,982,436,5,371.09,1855.45,debit_card,2026-03-08 05:26:51,refunded,2
2322,689,89,5,136.18,680.9,debit_card,2026-02-24 00:11:56,completed,2
2323,466,496,3,168.6,505.79999999999995,upi,2026-06-04 17:50:46,completed,3
2324,420,63,5,318.98,1594.9,upi,2026-04-17 22:43:44,completed,3
2325,538,357,4,234.56,938.24,upi,2026-04-20 14:37:23,completed,3
2326,269,304,4,92.82,371.28,upi,2026-05-22 13:06:48,completed,3
2327,274,233,1,357.38,357.38,upi,2026-06-23 07:10:07,pending,3
2328,218,76,1,167.01,167.01,upi,2026-02-02 09:00:27,completed,3
2329,730,339,4,424.77,1699.08,credit_card,2026-02-14 06:31:17,completed,1
2330,271,142,4,214.57,858.28,cod,2026-03-11 08:31:43,completed,0
2331,252,281,2,205.54,411.08,wallet,2026-04-10 21:18:55,completed,4
