product_id,name,category,subcategory,price,brand,avg_rating,n_reviews,in_stock,description,price_normalized,category_encoded
170,Enterprise-wide interactive collaboration,Beauty,Beauty_2,362.04,Collins-Leonard,3.6,2421,1,Alone when instead clear radio strong let bar rather big television sound activity five.,0.7224642820954504,1
171,Re-engineered motivating info-mediaries,Toys,Toys_4,197.2,"Gibson, Tucker and Choi",1.1,4686,1,Institution approach interesting score break southern traditional maybe sit Republican such will born.,0.3884081467220589,9
172,Enhanced interactive monitoring,Beauty,Beauty_2,344.73,Berg-Miller,3.6,3897,1,Front various opportunity culture spend road lawyer.,0.6873847400952477,1
173,Business-focused maximized forecast,Grocery,Grocery_3,423.48,Martinez Group,4.4,4573,1,Happen threat rather education front fast standard myself condition ground adult foot player other.,0.8469753774445233,5
174,Multi-channeled upward-trending alliance,Sports,Sports_1,238.04,"Rodgers, Wright and Miller",4.0,4579,1,Call certain management throughout generation leader pay try.,0.4711723578883372,8
175,Upgradable multi-tasking open system,Beauty,Beauty_1,115.02,Williams-Nguyen,1.9,2515,0,Chair with point think high woman bad.,0.22186645050157056,1
176,Sharable value-added framework,Beauty,Beauty_3,133.98,Morales-White,2.2,964,0,Return sea bad treatment whole soldier number yet past much soldier.,0.2602897963319485,1
177,Team-oriented actuating hub,Electronics,Electronics_5,292.25,"Kennedy, Hodges and Kim",3.5,3868,1,Everybody provide painting travel question evening imagine affect increase.,0.5810315128179147,4
178,De-engineered even-keeled flexibility,Grocery,Grocery_1,434.41,George-Daugherty,2.5,2444,0,Best different remember determine particularly rock participant leave inside organization must little.,0.8691255446347148,5
179,Realigned 24/7 Graphical User Interface,Electronics,Electronics_2,73.0,Flores-Carson,1.8,3352,0,Left sea decision recently pull eight allow system whose.,0.13671091295977303,4
180,Self-enabling mobile open architecture,Books,Books_3,431.89,Miller-Adkins,1.7,662,0,Hard factor firm purpose ahead person coach goal it yet age wind news make doctor.,0.8640186442395379,2
181,Public-key clear-thinking implementation,Beauty,Beauty_2,160.14,"Rush, Martinez and Foster",1.2,3703,1,Yeah number condition city since same husband impact seem industry.,0.31330428614854594,1
182,Right-sized even-keeled functionalities,Home & Kitchen,Home & Kitchen_2,290.26,Mccoy-Beck,1.6,721,1,Maybe mouth different identify series experience under church them hundred about stop.,0.5769986827439456,7
183,Virtual maximized projection,Health,Health_4,318.58,Vega Inc,2.6,3910,0,Oil individual industry country ahead difference particular me ball number impact age particular.,0.6343905157564089,6
184,Down-sized non-volatile product,Electronics,Electronics_1,269.22,Cohen-Crane,3.9,115,1,Sea third pressure need tell sure claim.,0.5343601175397711,4
185,Multi-layered uniform encoding,Grocery,Grocery_2,13.87,Kennedy Ltd,1.0,2038,1,Follow fall thus debate leave each owner wrong someone win.,0.016881142972945587,5
186,Profit-focused secondary budgetary management,Beauty,Beauty_3,68.82,"Massey, Wiggins and Stout",2.5,4822,1,Left while according allow quality term yet television audience indicate.,0.12823994325666227,1
187,Fundamental transitional monitoring,Books,Books_1,412.8,Baldwin PLC,2.2,2382,0,Resource just still art speech stock rise always human until picture key skin billion suggest.,0.8253318471982977,2
188,Virtual optimal system engine,Grocery,Grocery_5,264.44,Bowen LLC,2.7,1096,1,Prevent center during lot enough form really leader remember sell serious garden ready.,0.524673219171142,5
189,Managed zero tolerance knowledge user,Automotive,Automotive_3,376.31,"Scott, Hill and Johnson",1.7,3304,1,Challenge eye determine he guy fact war citizen plant.,0.751383118857027,0
190,Phased transitional intranet,Home & Kitchen,Home & Kitchen_2,364.95,"Phillips, Manning and Neal",1.5,179,1,Parent teacher either direction surface on chance activity hair.,0.7283615361232141,7
191,Profound value-added model,Clothing,Clothing_3,357.0,Woods-Yoder,4.2,3073,1,Popular onto may model her unit possible that lot low here protect.,0.7122504813050967,3
192,Cloned global definition,Grocery,Grocery_5,29.05,Clark-Hernandez,5.0,885,1,Sing smile practice ground least tree trade style suffer situation model direction dark professional huge better.,0.047644138210558316,5
193,Managed motivating architecture,Electronics,Electronics_1,211.3,Tran-Nichols,2.5,4483,1,Their wife argue note easy eight school ready practice each ready lay American participant necessary.,0.4169824703617388,4
194,Cross-group value-added core,Automotive,Automotive_2,106.72,"Rivas, Brown and Leach",3.7,76,1,Few debate during seven local better think anything so authority long kind live between operation.,0.2050461039619009,0
195,Right-sized mobile framework,Toys,Toys_1,332.93,"Smith, Jordan and Stein",2.1,4961,1,Since crime south pass lead a senior over manage computer medical method week.,0.6634714763400548,9
196,Innovative empowering monitoring,Toys,Toys_1,258.23,Peterson Ltd,3.5,2315,1,Me personal born series consider according throw meeting many condition set pull behind television garden.,0.5120883574830277,9
197,Synergized national contingency,Clothing,Clothing_4,103.33,Maxwell and Sons,1.8,2154,1,Film figure short line range until decision public food court.,0.19817610700172256,3
198,Object-based zero tolerance concept,Beauty,Beauty_4,151.2,Bishop and Sons,1.2,4066,1,What wonder president small sister especially usually line task field certain free.,0.2951869490323234,1
199,Multi-channeled value-added functionalities,Automotive,Automotive_3,121.08,Parker-Elliott,1.1,729,1,Accept vote area impact position cause lead ever stand dark product eight strategy.,0.2341473300233053,0
200,Assimilated fresh-thinking interface,Health,Health_4,78.83,Nguyen-Castro,1.4,4191,1,Something pay key ever avoid civil reveal walk or weight.,0.14852568649305906,6
201,Balanced zero-defect protocol,Clothing,Clothing_3,323.95,Watts-Stout,2.8,2425,1,Economic would only arrive argue garden Mrs just exist line thing available with run.,0.6452730773127976,3
202,Distributed coherent parallelism,Automotive,Automotive_1,54.41,Andrews-Hoffman,1.7,323,1,Early of several end most fact against sign attention skill represent finish table.,0.09903738980646468,0
203,Visionary local synergy,Beauty,Beauty_3,215.87,Lopez Group,1.5,375,1,Leave four question region effort section age budget improve how.,0.4262437936974364,1
204,Pre-emptive actuating moderator,Books,Books_2,167.69,Durham PLC,4.6,2197,1,Administration join allow mean sometimes so man offer plant same north wind.,0.3286047218563177,2
205,Vision-oriented bifurcated monitoring,Beauty,Beauty_3,95.52,Lindsey Inc,2.6,3739,1,Two particular year sell short issue everybody later thing school practice authority possible fund month.,0.18234876887222615,1
206,Team-oriented user-facing Internet solution,Toys,Toys_4,400.95,Morales LLC,3.6,1366,1,Perhaps hope across follow character talk once.,0.8013172560543115,9
207,Visionary fresh-thinking monitoring,Books,Books_1,490.88,Valdez-Gonzalez,4.4,849,0,Understand throw resource officer country challenge final beyond mouth war always camera give attorney that.,0.9835646975377444,2
208,Focused stable database,Health,Health_4,402.12,Turner Group,3.7,1484,0,Do turn sign agree there want but way agent test take.,0.8036883169520721,6
209,Expanded homogeneous application,Beauty,Beauty_5,19.26,Gonzales-Gonzalez,3.7,1070,0,Opportunity by wide medical official might clear decide wait scientist group yet.,0.02780423548485156,1
210,Operative content-based database,Automotive,Automotive_1,444.36,Marsh LLC,2.8,518,1,Effort born lead account sound hundred tax great watch student its summer feel yourself.,0.8892896950045598,0
211,Configurable solution-oriented project,Beauty,Beauty_1,353.76,Liu-Smith,3.7,4723,1,Role today animal suggest concern act million cell like although other.,0.705684466511298,1
212,Expanded user-facing protocol,Beauty,Beauty_5,263.94,Watson-Perry,3.8,780,0,Information company million character speak protect half understand skill.,0.52365994528321,1
213,Assimilated modular database,Home & Kitchen,Home & Kitchen_4,176.15,Powell-Brooks,3.7,3152,1,Perform agreement ago agreement like same certain imagine much several reveal.,0.34574931604012565,7
214,Down-sized cohesive attitude,Grocery,Grocery_5,32.01,Bailey and Sons,3.6,1285,0,Information at why less indeed together key tax.,0.0536427196271152,5
215,Sharable 24hour function,Automotive,Automotive_2,42.06,Harrison-Leach,3.0,1973,1,Follow music whatever protect benefit manage store number call.,0.07400952477454656,0
216,Profound clear-thinking workforce,Sports,Sports_1,255.93,Perez Inc,3.2,3101,0,Response executive past economic economy role feeling report.,0.5074272975985409,8
217,Persistent static parallelism,Home & Kitchen,Home & Kitchen_1,232.25,"Black, Huerta and Adams",4.2,3670,1,Foreign hear certainly say surface security son place some.,0.4594386462660857,7
218,Enterprise-wide 24/7 circuit,Automotive,Automotive_4,161.45,"Johnson, Norton and Martin",4.9,145,1,Activity lose tax could thank wife if yeah law enjoy key seat.,0.31595906373492755,0
219,Streamlined zero administration migration,Toys,Toys_4,22.74,Rogers-Stafford,3.2,744,1,Game the sign lead benefit task shake enjoy site interview agent.,0.03485662174485763,9
220,Quality-focused clear-thinking attitude,Grocery,Grocery_5,107.39,Hester Inc,3.7,2792,1,Nearly fast their film job worker bar term measure.,0.20640389097172965,5
221,Object-based multimedia core,Electronics,Electronics_2,422.94,Larsen and Sons,2.3,4914,0,Cup seat moment sister none most another.,0.8458810416455568,4
222,Public-key high-level moratorium,Beauty,Beauty_4,61.44,Steele PLC,4.0,1816,1,Hear beyond close plant peace successful seem charge walk.,0.1132840206707873,1
223,Seamless interactive customer loyalty,Beauty,Beauty_3,415.79,Williams-Costa,4.9,2391,1,Fast too will throw life carry visit a edge new find type party.,0.8313912250481306,1
224,Cloned analyzing system engine,Clothing,Clothing_1,448.95,Taylor-Castillo,3.0,3352,1,Share southern week drug skill position hospital cover strong.,0.8985915492957746,3
225,Compatible directional focus group,Sports,Sports_5,101.98,Stafford Inc,1.5,3218,1,Want charge kitchen public set action bring find bill pick likely produce federal by sea lawyer.,0.19544026750430643,8
226,Compatible web-enabled success,Automotive,Automotive_2,359.81,Hutchinson-Herring,1.4,3395,1,High through both letter one then reality.,0.7179450805552741,0
227,Pre-emptive well-modulated frame,Health,Health_1,387.21,Mills Inc,2.8,4827,1,Where ten drop sure manager reduce it arm black show success run toward policy forget project.,0.7734724896139425,6
228,Function-based heuristic artificial intelligence,Automotive,Automotive_1,267.53,Garcia Group,1.2,3545,0,One determine its entire young step maintain parent not parent.,0.530935251798561,0
229,Synchronized homogeneous analyzer,Grocery,Grocery_2,347.45,"Rodriguez, Massey and Day",1.7,1051,1,Offer brother shake guess pull tough instead hour.,0.6928969500455973,5
230,User-friendly 6thgeneration hardware,Toys,Toys_5,305.05,"French, Phelps and Berry",2.3,3151,0,Also human source season it traditional democratic Congress piece forget factor include agreement lead through.,0.6069713243489715,9
231,Multi-channeled systemic hardware,Health,Health_2,140.43,Beltran-Wright,4.9,2409,0,Situation foot recognize play shoulder civil next tell possible scientist send sit common matter.,0.27336102948627017,6
232,Cross-group full-range help-desk,Books,Books_2,209.31,"Medina, Trujillo and Church",3.8,4196,1,Stock big reveal police fine market control him enter religious go south.,0.41294964028776976,2
233,Multi-lateral web-enabled complexity,Grocery,Grocery_3,357.38,Morris Inc,4.7,1780,1,Ok training record night series Mrs huge receive cup bed.,0.713020569459925,5
234,Right-sized stable initiative,Home & Kitchen,Home & Kitchen_5,358.62,Thomas-Peterson,3.7,1086,1,However TV billion what sport thought family now bank yourself kind American.,0.7155334887019962,7
235,Reactive coherent secured line,Grocery,Grocery_5,348.68,Johnson-Walker,2.3,945,1,Early difficult possible democratic actually during again partner study increase.,0.6953896038099098,5
236,Reactive non-volatile core,Grocery,Grocery_4,293.49,Lopez-Stone,4.8,3419,1,Physical thousand without section religious word sound enjoy have tonight view floor ground.,0.5835444320599859,5
237,Team-oriented client-driven Graphic Interface,Toys,Toys_1,263.75,"Wright, Medina and Anderson",1.1,1190,1,Remain movement bit step direction give reduce with start difference especially student least just.,0.5232749012057959,9
238,Reverse-engineered intermediate architecture,Electronics,Electronics_2,137.15,Johnson Group,4.1,2347,1,Practice time live relationship as great western everybody edge to agree our issue share card.,0.26671395278143684,4
239,Object-based didactic protocol,Books,Books_1,346.84,Collins-Terry,2.2,4433,1,Form now then watch certain much race fire according participant Republican.,0.6916607559023203,2
240,Multi-channeled optimizing capability,Beauty,Beauty_4,55.73,Austin PLC,4.5,4602,1,Room run eat own serve conference Congress power manager build become watch off.,0.10171243287060491,1
241,Synergized human-resource workforce,Grocery,Grocery_4,122.61,James-Wells,4.1,2356,1,Consumer find concern involve edge before employee customer goal positive bank later.,0.23724794812037694,5
242,Cross-platform multi-tasking extranet,Toys,Toys_4,211.2,Suarez Inc,4.2,2561,1,Arrive health collection white more above his agree toward nor teacher western country per consider.,0.4167798155841524,9
243,Extended grid-enabled attitude,Electronics,Electronics_3,105.53,"Gaines, Greene and Berry",4.5,3629,1,Relationship they concern chance standard air although Mr when wait southern find fact.,0.20263451210862296,4
244,Monitored systemic contingency,Beauty,Beauty_5,275.57,"Stone, Mccullough and Jimenez",3.4,1585,1,Choice party front lawyer probably story six want protect assume east center whether make some among.,0.5472286959165062,1
245,Centralized mission-critical workforce,Automotive,Automotive_2,491.81,"Zimmerman, Combs and Garcia",1.3,1423,1,Before pressure treatment none reduce miss series poor executive career shake fall phone identify help.,0.9854493869692978,0
246,Pre-emptive 4thgeneration matrix,Toys,Toys_1,217.11,Morris Group,3.2,1065,1,Home marriage skill expert range area story could become throughout security number community finish answer agreement.,0.42875671293950757,9
247,Innovative human-resource core,Health,Health_3,7.79,Brandt-Williams,2.9,1268,1,School model condition he recognize treat better wear throughout Republican authority data deal.,0.0045597324956935855,6
248,Sharable reciprocal access,Books,Books_3,300.46,Weeks and Sons,4.1,2467,0,Under above drive sport story worker would step.,0.5976694700577566,2
249,Multi-layered impactful analyzer,Health,Health_5,182.25,Thomas and Sons,4.1,2603,1,Protect think institution now tell phone daughter these say evening real indeed including everything too stage.,0.3581112574728949,6
250,Pre-emptive eco-centric policy,Books,Books_5,38.75,Sims Group,3.0,3407,0,Receive last production development point boy total.,0.06730165163643732,2
251,Pre-emptive asymmetric contingency,Clothing,Clothing_3,114.49,"Murphy, Harding and Scott",1.9,2718,1,Expect expert talk end set house those dark beat suffer customer million along.,0.22079238018036274,3
252,Polarized bi-directional budgetary management,Beauty,Beauty_3,113.13,Johnson Group,4.0,4345,0,Base really attack job he scene kind shoulder production.,0.21803627520518795,1
253,Profit-focused zero administration core,Grocery,Grocery_1,61.79,Hardy Inc,2.4,1968,1,Add check teacher economy compare left top argue herself water measure different physical from return.,0.11399331239233965,5
254,Assimilated leadingedge architecture,Electronics,Electronics_3,193.78,Guzman LLC,4.2,928,0,Claim natural fish born assume million admit result right focus although top range accept about.,0.3814773533286047,4
255,Centralized human-resource throughput,Sports,Sports_5,363.37,"Wilson, Walker and Fuller",1.1,4234,1,Nation after station live number history rate hit travel down make economic woman PM look.,0.7251595906373492,8
256,Distributed logistical monitoring,Grocery,Grocery_5,225.55,Walker-Mitchell,1.2,1577,1,White home either civil science it feel amount improve.,0.4458607761677982,5
257,Quality-focused discrete initiative,Grocery,Grocery_1,474.36,Larsen LLC,1.7,4407,1,Walk inside individual safe know home hair for human rich.,0.9500861282804742,5
258,Expanded dynamic data-warehouse,Clothing,Clothing_2,336.82,"Lee, Lee and Russo",4.1,3475,1,Guy leg television society hear fill hotel like myself laugh toward what thank include current front.,0.6713547471881649,3
259,Diverse stable info-mediaries,Home & Kitchen,Home & Kitchen_5,415.23,"Reynolds, Hahn and Johnson",4.5,3565,1,History project event second nor choose I site cup in.,0.8302563582936467,7
260,Persistent dynamic support,Books,Books_1,232.32,Farmer Group,2.3,716,1,Particular shake most physical along best assume again turn thank former bed.,0.4595805046103962,2
261,Multi-channeled dedicated synergy,Electronics,Electronics_2,398.14,Rubio LLC,3.2,4710,1,Guy training on stock little region face big.,0.7956226568041341,4
262,Realigned cohesive collaboration,Sports,Sports_4,197.08,Perry PLC,3.5,3547,1,Important no pick record example summer economic box war training best always they list local short.,0.3881649609889553,8
263,Reverse-engineered system-worthy hierarchy,Electronics,Electronics_4,338.28,Richards-White,3.1,518,1,Wife water note those write though attention.,0.6743135069409261,4
264,Devolved regional framework,Clothing,Clothing_3,464.38,"Long, Hernandez and Haney",1.4,2468,1,Which fly represent we bar owner son administration through individual.,0.9298611814773533,3
265,Down-sized high-level extranet,Sports,Sports_4,193.8,Palmer PLC,4.3,252,0,Majority town appear draw fill large item.,0.38151788428412203,8
266,Balanced encompassing synergy,Books,Books_5,113.83,"Ellis, Miller and Arnold",4.0,4470,1,The unit action off few current like home receive.,0.21945485864829262,2
267,Future-proofed tangible implementation,Books,Books_3,340.26,Richardson-Hunt,4.7,3056,1,Imagine garden wall rest need major entire tree try be program five meeting.,0.6783260715371364,2
268,Customizable 3rdgeneration workforce,Grocery,Grocery_5,74.98,Drake Inc,1.2,4691,0,Avoid health child soon single tell act add southern thank.,0.14072347755598338,5
269,Secured asynchronous collaboration,Grocery,Grocery_5,473.75,"Sims, Savage and Murray",2.2,2816,1,Skill black business region current second ball begin week about social do.,0.9488499341371973,5
270,Business-focused transitional artificial intelligence,Toys,Toys_5,75.52,Flores-Moreno,1.7,2070,1,Stage remain manager relationship light rule option team kind medical bag wind enjoy there.,0.14181781335494983,9
271,Re-engineered content-based standardization,Clothing,Clothing_2,337.13,Warner Inc,3.3,445,0,Cost focus yeah class play or own media experience interview.,0.6719829769986827,3
272,Monitored user-facing encoding,Grocery,Grocery_1,148.87,"Smith, Zamora and Sutton",1.3,804,1,Senior ask artist general run people stage bag share respond activity.,0.2904650927145607,5
273,User-friendly systematic array,Health,Health_4,476.01,Chapman-Hendricks,2.4,1921,1,Recently painting where notice road five group specific have feel major national.,0.9534299321106495,6
274,User-friendly content-based emulation,Sports,Sports_5,39.56,"Jackson, Vazquez and Ortiz",1.8,3980,0,Food someone war idea than less check scene history wear them small high that.,0.06894315533488703,8
275,Distributed impactful hierarchy,Beauty,Beauty_5,331.41,Hamilton Ltd,3.8,1248,1,Character watch describe administration line even cup market citizen.,0.6603911237207417,1
276,Reactive even-keeled emulation,Beauty,Beauty_4,88.48,Tucker Ltd,2.3,1814,0,Item water civil why art which at follow live eye dog wall sound indicate.,0.1680818725301449,1
277,Advanced fault-tolerant product,Sports,Sports_3,71.48,Morgan LLC,3.9,3931,0,Investment business can example right southern ten hard wife as language indicate decide for do the.,0.13363056034046003,8
278,Intuitive scalable leverage,Automotive,Automotive_3,388.51,Peters-Ray,2.9,891,1,Recognize top whole sit occur treat remain participant spend eat none three.,0.7761070017225656,0
279,Intuitive multimedia attitude,Health,Health_1,421.69,Christensen-Hanson,4.4,1146,1,More leg too water road at hope cover.,0.843347856925727,6
280,Visionary even-keeled structure,Sports,Sports_1,365.08,Cox Inc,4.6,4154,1,East plan force station lot certainly evening floor world painting movie station position whatever.,0.7286249873340763,8
281,Right-sized real-time capability,Health,Health_5,205.54,Quinn-Moss,3.4,300,1,Model mean eat heavy red system fear daughter fast agreement.,0.4053095551727632,6
282,Stand-alone well-modulated instruction set,Grocery,Grocery_5,238.69,Richardson and Sons,4.1,2996,0,Personal new order serve blue event every relationship law clear campaign what buy test.,0.4724896139426487,5
283,Reactive mission-critical hub,Home & Kitchen,Home & Kitchen_5,367.95,Stewart Ltd,2.2,3806,1,Nearly pick position how force structure alone executive not notice third argue.,0.7344411794508056,7
284,Universal transitional capacity,Toys,Toys_3,253.57,Brown-Jones,3.7,1358,1,Bill clear research begin growth ground ball gas attorney.,0.5026446448475023,9
285,Open-architected needs-based approach,Automotive,Automotive_2,93.68,"Butler, Clarke and Neal",4.8,1197,0,State sport large boy treat end dream population newspaper appear successful different amount despite discussion.,0.17861992096463675,0
286,Distributed client-driven middleware,Beauty,Beauty_1,113.32,Morris-Avila,3.0,514,1,Affect she man prove recent nearly always operation decade old according reduce ok.,0.21842131928260208,1
287,Multi-layered multimedia concept,Beauty,Beauty_2,26.19,Lewis-Herrera,1.8,2959,0,Season example news memory civil cut parent free force employee budget experience agreement owner prepare memory.,0.0418482115715878,1
288,Open-architected demand-driven contingency,Automotive,Automotive_4,441.37,Williams Inc,1.2,2654,1,Customer now section strategy purpose though stand guess approach personal.,0.8832303171547269,0
289,Re-contextualized eco-centric data-warehouse,Grocery,Grocery_3,418.26,"Johnson, Smith and Gallegos",2.1,4459,1,Deal water home force worker own close man night experience would tax.,0.8363967980545141,5
290,Fully-configurable asynchronous pricing structure,Toys,Toys_4,185.82,Wilkerson Inc,3.6,637,1,Anyone action ever a knowledge rock which best happy position wife score health evidence president father.,0.3653460330327287,9
291,Automated bottom-line framework,Toys,Toys_2,260.6,Baker and Sons,2.4,2826,0,Try season radio air use live add beat doctor.,0.5168912757118249,9
292,Reduced system-worthy open architecture,Automotive,Automotive_5,8.27,Nelson-Warner,4.5,3603,1,As reality democratic huge help also it letter company actually today prevent where then.,0.005532475428108216,0
293,Triple-buffered executive success,Home & Kitchen,Home & Kitchen_1,259.7,Harris-Adams,2.1,1230,1,White could ready special yet analysis none tax next reflect social.,0.5150673827135475,7
294,Universal value-added application,Books,Books_3,303.0,Cox-George,4.3,1886,0,Star name health top risk must fly police imagine oil head work should challenge.,0.6028169014084507,2
295,Synergistic web-enabled methodology,Beauty,Beauty_1,243.35,"Daniels, Ward and Reynolds",2.9,1726,1,Education case under population late much quite threat gas truth work certain game plan seat surface.,0.48193332657817406,1
296,Re-engineered client-driven utilization,Toys,Toys_1,125.62,Summers Group,1.5,4852,1,Statement thing wrong name mind offer effort nearly.,0.24334785692572702,9
297,Down-sized user-facing emulation,Books,Books_5,24.4,"Mckinney, Rogers and Wilson",3.3,458,1,Nature house prevent hotel officer seek reach write difficult popular choose really.,0.038220691052791564,2
298,Versatile content-based structure,Sports,Sports_2,260.74,Barry PLC,2.6,4617,1,Manager trouble reason fill sense field decide point.,0.5171749924004458,8
299,Ergonomic 4thgeneration adapter,Sports,Sports_1,112.21,Phillips and Sons,3.4,3861,0,Still quite attack laugh budget war product action our.,0.21617185125139324,8
300,Mandatory human-resource hub,Books,Books_2,416.03,Torres PLC,3.4,4773,1,Try play order quickly with matter goal eight list something send show institution onto thing we.,0.8318775965143378,2
301,Synergized mobile algorithm,Health,Health_5,135.94,Johnson-Freeman,3.9,2807,0,Little myself bar right resource two lawyer see.,0.2642618299726416,6
302,Front-line real-time leverage,Health,Health_5,39.08,Morris PLC,2.5,1083,1,Describe improve act campaign television sit very know maybe leg recent hold understand president.,0.06797041240247238,6
303,Business-focused eco-centric paradigm,Electronics,Electronics_2,263.74,Wolfe Group,4.6,3438,1,Total fall clear face former body choice study current.,0.5232546357280373,4
304,Pre-emptive dynamic ability,Health,Health_1,92.82,Parsons-Roman,4.6,4913,1,Significant analysis consumer future raise suffer director know red.,0.17687708987739384,6
305,Customizable bandwidth-monitored concept,Grocery,Grocery_5,377.43,Anderson PLC,1.4,1067,1,Age many some involve remain today happy myself industry almost job reduce at beautiful there.,0.7536528523659946,5
306,Synchronized heuristic leverage,Toys,Toys_5,213.24,Hunter-Sanchez,4.5,4340,0,Building class now professor land you health enjoy at.,0.4209139730469146,9
307,Switchable contextually-based paradigm,Home & Kitchen,Home & Kitchen_4,395.83,Wilson-Williams,2.5,4825,1,Challenge card reduce action art small both program one across.,0.7909413314418887,7
308,Devolved foreground encryption,Toys,Toys_2,130.99,Solis-Lopez,4.1,686,1,Long degree common need phone teach audience project tax certainly set local wrong authority.,0.25423041848211575,9
309,Down-sized dynamic product,Health,Health_5,207.28,Franco-Ward,1.8,58,1,Still image sell amount fly house cover risk health last.,0.40883574830276626,6
310,Face-to-face value-added capacity,Grocery,Grocery_1,190.64,Mendez-Tyler,1.8,2587,0,Position sense church out explain significant item all at be through certainly political.,0.3751139933123923,5
311,Multi-layered even-keeled infrastructure,Beauty,Beauty_1,81.62,Marshall-Roman,3.6,2077,1,Field movement force final way memory history that read receive type painting.,0.15417975478771911,1
312,Switchable zero tolerance orchestration,Grocery,Grocery_4,284.51,Harrison Inc,3.4,3255,1,Window mouth pattern as pick various themselves organization direction unit food dream course win.,0.5653460330327287,5
313,Ergonomic full-range model,Toys,Toys_5,392.98,"Jenkins, Baker and Coleman",2.9,3032,0,Shoulder three cause show far reach gun myself fly something.,0.7851656702806769,9
314,Reduced multi-state conglomeration,Sports,Sports_3,290.94,Hardy LLC,4.1,3261,1,Day so store consumer positive market early machine establish nothing.,0.5783767352315331,8
315,Public-key global circuit,Clothing,Clothing_2,226.06,Obrien-King,3.8,1325,1,Spend worker about country various until lawyer yard on everyone note current.,0.4468943155334887,3
316,Business-focused interactive product,Home & Kitchen,Home & Kitchen_5,203.28,Larson-Alvarez,2.4,4510,1,Finish cause but set yes American audience blue movement camera benefit sea institution.,0.40072955719931097,7
317,Balanced stable open system,Books,Books_4,482.46,Smith LLC,1.0,746,1,Rest exist drive determine page seem until government door age once several commercial whom himself my.,0.9665011652649711,2
318,Ameliorated cohesive array,Automotive,Automotive_5,220.51,"Yang, Irwin and Nelson",1.3,1816,1,Buy east image drug participant throughout truth evidence about provide itself team support land.,0.4356469753774445,0
319,Focused bandwidth-monitored artificial intelligence,Clothing,Clothing_5,23.69,Marquez-Ramos,2.5,3282,1,Sure seek age share day pull job themselves garden again medical hold kind.,0.03678184213192826,3
320,Expanded holistic circuit,Health,Health_1,473.13,"Jones, Hood and Vega",4.3,4049,0,Small debate fire if eat fact discuss over like.,0.9475934745161617,6
321,Assimilated systemic open system,Electronics,Electronics_2,426.03,Brewer Inc,4.7,4244,1,Require against occur growth after job knowledge interest join give especially treatment employee citizen.,0.852143074272976,4
322,Face-to-face optimal project,Home & Kitchen,Home & Kitchen_1,393.06,"George, Patrick and Singleton",3.0,1897,1,Hair set bed trouble begin receive anyone bad use laugh fall teach.,0.785327794102746,7
323,Grass-roots contextually-based emulation,Electronics,Electronics_3,123.43,Collins-Meyer,1.0,1289,1,The per of situation the term scientist explain like institution.,0.23890971729658528,4
324,Down-sized disintermediate adapter,Sports,Sports_4,179.8,Morrison Inc,2.6,4801,1,Significant especially situation move single network hard condition.,0.3531462154220286,8
325,Public-key contextually-based encryption,Grocery,Grocery_1,369.78,Nguyen and Sons,1.3,738,1,Message again mean arm career answer choose car technology strong off.,0.7381497618806363,5
326,Grass-roots maximized encryption,Grocery,Grocery_5,177.31,Thompson-Rodriguez,4.9,2265,1,Class paper amount work career expert more majority senior nearly.,0.34810011146012765,5
327,Up-sized impactful moderator,Health,Health_2,230.11,Hayden-Harding,2.6,38,1,Skill officer study if edge view cold teach call already available yes.,0.4551018340257372,6
328,Innovative bifurcated portal,Books,Books_4,255.59,Reyes-Evans,3.2,4121,1,Fire cup administration itself point chair tend.,0.5067382713547471,2
329,Virtual value-added challenge,Beauty,Beauty_1,402.46,"Leon, Sanders and Thomas",4.8,4406,1,Tough education human require he daughter candidate where early certainly.,0.8043773431958658,1
330,Sharable bandwidth-monitored frame,Automotive,Automotive_4,283.77,Brown-Marshall,4.1,2782,0,Thought the back family start necessary American wonder suggest attack former financial medical.,0.5638463876785895,0
331,Advanced bandwidth-monitored circuit,Automotive,Automotive_5,431.7,"Dawson, Nelson and Johnson",2.9,2112,1,Piece he large free party get force happy song one.,0.8636336001621238,0
332,Organic well-modulated matrix,Toys,Toys_2,340.07,Gallagher-Johnson,1.9,2586,0,Rock not attack why usually help produce key reveal environment central trip behavior himself hour.,0.6779410274597223,9
333,Balanced 6thgeneration framework,Beauty,Beauty_5,270.15,Mckay and Sons,3.8,2157,1,Notice individual stay charge natural effort trouble a at teach enter lot at.,0.5362448069713243,1
334,Persistent composite service-desk,Sports,Sports_1,202.47,Wilson-Caldwell,4.0,2801,1,Pattern woman sure western election next threat sport former professor money property.,0.3990880535008613,8
335,Universal optimizing model,Grocery,Grocery_2,240.89,"Ramirez, Wheeler and Mosley",2.4,4699,1,Spring its evening vote feel win yard anything option soon.,0.47694801904954903,5
336,Function-based bi-directional circuit,Books,Books_2,252.0,"Walker, Logan and Gilmore",1.8,1982,1,Less check better my guy score information former ball class.,0.4994629648393961,2
337,Polarized stable architecture,Home & Kitchen,Home & Kitchen_2,105.37,Howe-Brown,2.0,2916,1,Spring child list air visit brother dog these man when open if support.,0.20231026446448475,7
338,Horizontal dynamic pricing structure,Clothing,Clothing_1,460.49,Rogers PLC,3.7,4035,1,Order table beyond bank scene change investment to various soldier recently charge.,0.9219779106292431,3
