transaction_id,user_id,product_id,quantity,unit_price,total_amount,payment_method,transaction_date,status
1404,856,406,3,360.33,1080.99,credit_card,2026-07-13T04:16:07,pending
1405,849,449,5,174.18,870.9,cod,2026-04-12T02:37:31,refunded
1406,88,487,1,264.7,264.7,upi,2026-06-02T09:54:24,completed
1407,509,294,4,303.0,1212.0,cod,2026-04-10T23:25:09,cancelled
1408,455,260,2,232.32,464.64,upi,2026-02-26T19:17:07,completed
1409,340,59,5,38.43,192.15,upi,2026-02-03T06:10:55,completed
1410,877,165,4,232.2,928.8,credit_card,2026-07-13T01:02:54,completed
1411,687,435,5,462.49,2312.45,credit_card,2026-06-28T05:20:39,refunded
1412,98,54,2,302.49,604.98,cod,2026-07-09T17:47:27,completed
1413,970,193,1,211.3,211.3,wallet,2026-03-11T17:20:03,completed
1414,210,22,2,408.53,817.06,wallet,2026-03-09T22:47:30,completed
1415,382,37,1,204.41,204.41,upi,2026-04-15T06:57:49,completed
1416,287,162,4,138.2,552.8,upi,2026-05-24T21:29:34,pending
1417,625,407,4,401.5,1606.0,upi,2026-02-23T05:01:10,pending
1418,871,196,1,258.23,258.23,upi,2026-07-03T19:49:54,pending
1419,633,131,4,122.59,490.36,cod,2026-05-17T15:51:04,pending
1420,381,486,4,71.6,286.4,cod,2026-01-24T04:47:57,completed
1421,38,371,3,264.04,792.12,cod,2026-02-07T13:22:58,completed
1422,441,285,1,93.68,93.68,debit_card,2026-05-31T06:39:04,completed
1423,702,180,1,431.89,431.89,upi,2026-06-20T11:24:05,completed
1424,967,261,4,398.14,1592.56,debit_card,2026-05-02T11:55:29,pending
1425,465,184,2,269.22,538.44,credit_card,2026-03-31T05:35:29,completed
1426,952,142,1,214.57,214.57,debit_card,2026-04-21T14:58:12,completed
1427,691,461,5,463.09,2315.45,upi,2026-02-05T19:20:57,completed
1428,98,436,4,371.09,1484.36,credit_card,2026-07-04T01:11:16,cancelled
1429,884,181,2,160.14,,credit_card,2026-07-09T22:56:58,completed
1430,33,206,3,400.95,1202.85,credit_card,2026-02-08T05:05:11,completed
1431,861,399,5,186.72,933.6,debit_card,2026-07-02T00:05:27,completed
1432,873,384,5,448.37,2241.85,cod,2026-06-22T02:39:55,completed
1433,436,124,2,441.48,882.96,cod,2026-01-31T04:49:10,completed
1434,970,290,3,185.82,557.46,upi,2026-06-13T02:17:14,completed
1435,87,222,5,61.44,307.2,credit_card,2026-05-13T23:30:18,refunded
1436,150,268,4,74.98,299.92,cod,2026-01-23T01:27:12,completed
1437,320,52,1,448.81,448.81,cod,2026-03-02T21:32:33,completed
1438,729,336,5,252.0,1260.0,upi,2026-02-06T11:22:20,completed
1439,508,224,2,448.95,897.9,wallet,2026-03-16T15:51:30,completed
1440,468,362,2,87.62,175.24,debit_card,2026-02-09T07:19:47,completed
1441,97,448,1,439.95,439.95,credit_card,2026-06-19T22:39:35,refunded
1442,914,366,1,19.14,19.14,upi,2026-07-15T09:29:13,completed
1443,925,332,1,340.07,340.07,debit_card,2026-07-13T19:18:41,completed
1444,535,287,2,26.19,52.38,cod,2026-05-16T16:25:36,completed
1445,263,333,5,270.15,1350.75,wallet,2026-04-15T11:44:00,completed
1446,558,300,1,416.03,416.03,wallet,2026-07-12T11:05:30,completed
1447,432,107,3,180.63,541.89,credit_card,2026-02-25T18:36:40,completed
1448,171,190,3,364.95,1094.85,upi,2026-06-09T04:03:47,completed
1449,774,410,3,195.74,587.22,cod,2026-04-01T13:28:16,completed
1450,75,175,2,115.02,,upi,2026-03-27T20:12:09,completed
1451,774,483,3,84.86,254.58,debit_card,2026-03-10T04:44:49,completed
1452,392,52,3,448.81,1346.43,cod,2026-02-12T12:36:20,completed
1453,337,266,3,113.83,341.49,credit_card,2026-03-14T08:15:34,completed
1454,743,26,4,61.04,244.16,debit_card,2026-04-17T12:33:04,completed
1455,831,309,2,207.28,414.56,credit_card,2026-03-01T18:45:09,cancelled
1456,571,384,2,448.37,896.74,cod,2026-03-31T22:00:56,completed
1457,162,369,1,158.28,158.28,upi,2026-07-14T21:39:58,completed
1458,221,446,5,155.94,779.7,upi,2026-02-09T05:00:05,refunded
1459,921,89,2,136.18,272.36,cod,2026-03-10T12:51:18,completed
1460,130,122,4,108.79,435.16,debit_card,2026-05-07T17:57:45,completed
1461,196,463,2,444.36,888.72,credit_card,2026-03-01T21:32:15,cancelled
1462,406,465,4,228.55,914.2,wallet,2026-06-23T17:17:21,completed
1463,511,282,1,238.69,238.69,wallet,2026-04-16T13:03:23,completed
1464,38,300,1,416.03,416.03,debit_card,2026-03-11T11:03:34,completed
1465,608,143,5,132.65,663.25,upi,2026-07-05T15:26:16,completed
1466,625,437,3,348.43,1045.29,credit_card,2026-05-26T04:40:10,completed
1467,8,481,3,32.26,96.78,cod,2026-06-30T02:48:03,pending
1468,116,374,1,189.95,189.95,upi,2026-05-14T10:24:27,completed
1469,975,195,4,332.93,1331.72,wallet,2026-03-25T15:20:55,cancelled
1470,716,140,2,44.08,88.16,wallet,2026-06-06T04:38:47,pending
1471,980,409,5,472.58,2362.9,upi,2026-03-12T20:41:39,completed
1472,943,78,2,486.07,,wallet,2026-06-10T02:48:45,completed
1473,328,113,5,295.37,1476.85,credit_card,2026-04-11T16:50:40,completed
1474,540,489,3,424.66,1273.98,wallet,2026-06-10T08:53:45,refunded
1475,352,413,4,330.48,1321.92,upi,2026-07-14T13:08:06,completed
1476,696,46,1,5.54,5.54,credit_card,2026-06-01T08:48:00,pending
1477,139,21,1,311.61,311.61,debit_card,2026-03-02T22:20:09,completed
1478,54,463,1,444.36,444.36,cod,2026-04-23T15:54:11,cancelled
1479,384,304,2,92.82,185.64,debit_card,2026-02-14T06:26:01,completed
1480,867,258,1,336.82,336.82,debit_card,2026-05-21T13:31:57,completed
1481,115,305,5,377.43,1887.15,debit_card,2026-07-05T10:12:45,pending
1482,550,202,2,54.41,108.82,cod,2026-03-17T07:06:18,completed
1483,915,212,4,263.94,1055.76,credit_card,2026-07-14T01:38:27,completed
1484,554,86,3,139.62,418.86,credit_card,2026-05-28T08:21:13,completed
1485,446,406,4,360.33,1441.32,cod,2026-02-20T10:35:15,completed
1486,348,493,2,170.23,340.46,cod,2026-04-20T17:48:43,completed
1487,461,284,3,253.57,760.71,debit_card,2026-06-04T20:09:10,refunded
1488,483,414,4,277.29,1109.16,wallet,2026-04-11T03:41:47,completed
1489,991,403,3,26.67,80.01,cod,2026-02-10T19:10:59,completed
1490,904,267,1,340.26,340.26,wallet,2026-03-17T00:14:29,pending
1491,121,420,1,120.33,120.33,cod,2026-07-12T12:43:21,completed
1492,345,231,4,140.43,561.72,cod,2026-05-15T06:08:48,completed
1493,548,467,5,98.98,494.9,debit_card,2026-05-14T13:01:34,completed
1494,428,89,1,136.18,136.18,cod,2026-03-31T11:47:15,completed
1495,772,225,1,101.98,101.98,wallet,2026-01-22T02:45:09,completed
1496,655,246,4,217.11,868.44,cod,2026-02-03T00:30:43,refunded
1497,894,470,3,165.11,495.33,credit_card,2026-03-28T05:08:12,completed
1498,421,306,4,213.24,852.96,wallet,2026-02-09T09:11:45,completed
1499,397,500,4,484.96,1939.84,credit_card,2026-06-24T03:41:39,cancelled
1500,735,499,3,279.81,839.43,cod,2026-03-13T14:05:08,completed
1501,529,28,1,152.37,152.37,cod,2026-04-16T21:24:10,completed
1502,643,355,4,326.68,1306.72,upi,2026-04-16T19:34:53,refunded
1503,838,65,1,306.37,306.37,debit_card,2026-05-12T09:16:27,cancelled
1504,60,114,2,353.75,707.5,wallet,2026-07-03T07:10:59,completed
1505,17,224,5,448.95,2244.75,wallet,2026-03-17T05:35:57,completed
1506,944,266,5,113.83,569.15,wallet,2026-03-07T01:17:09,completed
1507,289,414,2,277.29,554.58,debit_card,2026-06-11T03:45:11,completed
1508,325,383,5,32.74,163.7,wallet,2026-06-13T17:54:34,completed
1509,699,486,2,71.6,143.2,wallet,2026-03-30T05:36:11,completed
1510,394,316,2,203.28,406.56,debit_card,2026-05-28T14:55:05,completed
1511,573,90,3,111.44,334.32,wallet,2026-07-08T18:46:39,completed
1512,295,130,4,207.59,830.36,upi,2026-03-15T17:46:54,completed
1513,581,208,1,402.12,402.12,wallet,2026-06-19T05:08:16,completed
1514,484,23,3,210.74,632.22,cod,2026-06-17T20:27:11,completed
1515,895,69,5,250.59,1252.95,upi,2026-04-24T14:16:10,cancelled
1516,856,482,4,152.73,610.92,credit_card,2026-03-30T15:53:13,completed
1517,229,345,2,122.38,244.76,credit_card,2026-05-13T04:52:46,completed
1518,659,39,4,398.86,1595.44,upi,2026-07-19T14:17:14,completed
1519,201,447,5,180.91,904.55,upi,2026-04-18T05:15:47,completed
1520,501,196,2,258.23,516.46,upi,2026-04-20T06:51:04,completed
1521,242,405,3,313.87,941.61,debit_card,2026-06-27T06:19:30,completed
1522,599,92,2,476.29,952.58,wallet,2026-05-25T15:12:33,pending
1523,522,300,4,416.03,1664.12,debit_card,2026-01-30T09:51:41,pending
1524,232,304,3,92.82,278.46,debit_card,2026-07-04T14:25:41,completed
1525,652,355,5,326.68,1633.4,debit_card,2026-02-20T19:57:33,completed
1526,869,387,5,468.43,2342.15,credit_card,2026-04-30T10:28:07,pending
1527,593,115,5,164.69,823.45,upi,2026-04-28T00:14:09,completed
1528,275,8,4,27.12,108.48,wallet,2026-05-17T16:25:33,completed
1529,526,243,1,105.53,105.53,debit_card,2026-07-13T13:40:38,completed
1530,673,155,5,396.79,1983.95,cod,2026-06-30T21:50:32,completed
1531,468,500,2,484.96,969.92,upi,2026-03-01T12:10:00,completed
1532,259,386,2,368.98,737.96,upi,2026-01-21T16:54:42,completed
1533,156,304,5,92.82,464.1,upi,2026-06-08T21:42:32,completed
1534,738,105,4,267.07,1068.28,cod,2026-07-05T01:25:50,completed
1535,268,475,5,385.73,1928.65,wallet,2026-05-17T10:46:30,completed
1536,187,151,3,172.24,516.72,cod,2026-05-02T06:33:04,completed
1537,676,327,4,230.11,920.44,debit_card,2026-06-15T04:25:15,completed
1538,783,182,5,290.26,1451.3,upi,2026-06-26T01:38:54,refunded
1539,713,31,2,393.5,787.0,wallet,2026-06-12T04:06:35,completed
1540,951,39,2,398.86,797.72,debit_card,2026-03-22T17:45:08,pending
1541,114,477,3,383.87,1151.61,cod,2026-03-08T13:09:10,completed
1542,509,146,3,285.46,856.38,cod,2026-04-30T04:30:34,refunded
1543,76,409,3,472.58,1417.74,credit_card,2026-06-06T14:54:37,pending
1544,231,119,4,162.52,650.08,wallet,2026-05-20T03:31:59,completed
1545,494,81,5,491.64,2458.2,wallet,2026-03-13T04:10:40,completed
1546,88,382,2,498.99,997.98,wallet,2026-06-05T14:37:25,completed
1547,497,325,1,369.78,369.78,credit_card,2026-02-27T20:59:29,completed
1548,476,146,5,285.46,1427.3,upi,2026-05-08T03:14:56,completed
1549,542,60,3,146.81,440.43,wallet,2026-02-01T15:49:07,completed
1550,740,269,3,473.75,1421.25,debit_card,2026-06-24T11:34:22,completed
1551,287,463,5,444.36,2221.8,upi,2026-03-20T20:55:10,completed
1552,353,106,4,330.15,1320.6,wallet,2026-06-27T05:23:29,completed
1553,850,285,1,93.68,93.68,wallet,2026-02-03T00:10:28,pending
1554,144,159,3,246.95,740.85,debit_card,2026-01-20T21:47:14,completed
1555,917,10,3,168.84,506.52,upi,2026-05-24T23:21:12,completed
1556,838,234,2,358.62,717.24,cod,2026-07-13T20:44:54,refunded
1557,647,300,3,416.03,1248.09,debit_card,2026-02-11T10:09:21,refunded
1558,72,124,3,441.48,1324.44,wallet,2026-04-07T18:47:47,completed
1559,775,175,3,115.02,345.06,credit_card,2026-07-14T17:48:49,completed
1560,867,466,4,200.83,,credit_card,2026-02-01T04:51:04,completed
1561,862,242,2,211.2,422.4,debit_card,2026-04-10T21:23:55,completed
1562,216,483,3,84.86,254.58,debit_card,2026-02-12T10:19:47,completed
1563,610,405,5,313.87,1569.35,wallet,2026-05-19T22:36:14,completed
1564,744,264,4,464.38,1857.52,cod,2026-02-05T09:41:11,completed
1565,874,341,2,376.33,752.66,wallet,2026-05-24T05:17:41,completed
1566,25,323,3,123.43,370.29,cod,2026-04-30T02:40:16,completed
1567,647,312,5,284.51,1422.55,upi,2026-05-07T20:40:39,completed
1568,835,370,3,157.39,472.17,upi,2026-05-13T14:36:59,completed
1569,159,447,4,180.91,723.64,credit_card,2026-05-21T16:11:30,pending
1570,286,313,5,392.98,1964.9,credit_card,2026-05-20T09:03:53,completed
1571,72,25,2,271.12,542.24,credit_card,2026-04-21T05:04:19,completed
1572,256,375,4,85.82,343.28,upi,2026-04-22T09:02:33,completed
1573,671,24,4,20.28,81.12,debit_card,2026-05-31T07:20:23,completed
1574,244,251,5,114.49,572.45,credit_card,2026-02-27T05:55:42,completed
1575,783,257,5,474.36,2371.8,credit_card,2026-07-11T15:09:17,completed
1576,904,189,3,376.31,1128.93,upi,2026-06-04T07:29:42,completed
1577,928,86,3,139.62,418.86,upi,2026-01-23T12:48:34,completed
1578,676,206,3,400.95,1202.85,debit_card,2026-06-11T22:34:22,completed
1579,644,497,3,243.34,730.02,wallet,2026-05-22T00:46:24,pending
1580,303,163,4,325.45,1301.8,upi,2026-05-12T20:45:00,completed
1581,593,296,5,125.62,628.1,credit_card,2026-06-16T11:45:48,completed
1582,294,338,2,460.49,920.98,upi,2026-05-06T11:07:54,completed
1583,749,441,3,31.28,93.84,upi,2026-07-06T12:09:49,completed
1584,668,283,5,367.95,1839.75,upi,2026-07-14T20:09:04,completed
1585,115,292,4,8.27,33.08,wallet,2026-05-29T17:40:21,completed
1586,329,297,4,24.4,97.6,debit_card,2026-02-22T00:08:50,cancelled
1587,223,79,4,466.54,1866.16,upi,2026-06-15T11:12:23,completed
1588,785,206,2,400.95,801.9,upi,2026-03-22T23:31:40,completed
1589,864,25,2,271.12,542.24,wallet,2026-02-11T17:12:56,completed
1590,29,128,2,492.71,985.42,credit_card,2026-06-30T12:38:09,completed
1591,222,324,1,179.8,179.8,wallet,2026-02-20T03:39:29,completed
1592,678,361,5,96.02,480.1,credit_card,2026-04-23T16:06:25,completed
1593,776,185,3,13.87,41.61,upi,2026-04-02T22:59:12,refunded
1594,80,270,5,75.52,377.6,wallet,2026-04-07T10:13:02,completed
1595,942,201,1,323.95,323.95,cod,2026-03-30T15:01:28,pending
1596,668,382,5,498.99,2494.95,upi,2026-04-01T12:10:51,completed
1597,630,125,3,327.23,981.69,debit_card,2026-04-07T10:00:48,cancelled
1598,616,236,3,293.49,880.47,debit_card,2026-02-04T12:57:13,completed
1599,206,444,2,452.42,904.84,cod,2026-04-09T07:47:06,completed
1600,665,193,1,211.3,211.3,cod,2026-07-04T03:24:09,refunded
1601,977,167,4,243.46,973.84,cod,2026-06-30T06:31:00,completed
1602,542,458,4,119.3,477.2,upi,2026-04-01T11:53:37,completed
1603,208,346,3,214.85,644.55,debit_card,2026-03-26T09:38:58,completed
1604,904,343,3,232.73,698.19,wallet,2026-06-03T04:02:01,pending
1605,417,338,3,460.49,1381.47,wallet,2026-07-14T08:19:44,completed
1606,627,259,3,415.23,1245.69,credit_card,2026-06-25T23:23:37,pending
1607,403,242,5,211.2,1056.0,cod,2026-02-17T20:01:08,completed
1608,432,183,2,318.58,637.16,upi,2026-05-02T07:20:13,completed
1609,70,395,3,346.18,1038.54,wallet,2026-06-14T13:57:39,completed
1610,895,391,4,188.84,755.36,debit_card,2026-07-04T03:13:28,completed
1611,403,247,3,7.79,23.37,cod,2026-01-31T02:52:50,pending
1612,248,96,2,405.6,811.2,credit_card,2026-06-17T14:19:13,completed
1613,710,455,3,420.56,1261.68,wallet,2026-01-29T05:52:35,completed
1614,855,22,2,408.53,817.06,upi,2026-06-29T22:19:38,completed
1615,905,327,1,230.11,230.11,debit_card,2026-03-18T17:46:37,completed
1616,251,108,3,162.41,487.23,credit_card,2026-07-06T22:18:23,completed
1617,659,236,4,293.49,1173.96,credit_card,2026-03-08T05:44:20,completed
1618,476,236,2,293.49,586.98,debit_card,2026-01-21T16:00:11,completed
1619,173,346,3,214.85,644.55,upi,2026-01-25T01:55:59,completed
1620,118,461,5,463.09,2315.45,cod,2026-06-15T15:22:05,completed
1621,423,373,5,384.11,1920.55,debit_card,2026-07-09T07:14:33,completed
1622,574,313,5,392.98,1964.9,credit_card,2026-03-24T00:59:11,completed
1623,944,150,5,346.8,1734.0,debit_card,2026-03-20T12:17:24,completed
1624,817,243,1,105.53,105.53,cod,2026-05-24T12:53:04,completed
1625,99,335,1,240.89,240.89,wallet,2026-04-09T17:26:05,completed
1626,210,122,1,108.79,108.79,credit_card,2026-04-12T02:14:45,completed
1627,733,211,3,353.76,1061.28,debit_card,2026-03-13T15:02:44,completed
1628,561,66,3,352.24,1056.72,wallet,2026-05-14T10:08:38,completed
1629,975,457,4,70.12,280.48,credit_card,2026-07-04T07:09:56,completed
1630,361,282,4,238.69,954.76,cod,2026-05-29T01:17:42,completed
1631,504,187,3,412.8,1238.4,credit_card,2026-03-21T21:19:33,refunded
1632,883,304,2,92.82,185.64,wallet,2026-01-28T08:33:18,refunded
1633,715,181,5,160.14,800.7,debit_card,2026-03-08T21:13:12,completed
1634,678,143,1,132.65,132.65,cod,2026-01-26T21:57:31,completed
1635,586,443,5,434.37,2171.85,debit_card,2026-02-22T12:33:36,completed
1636,466,73,1,116.14,116.14,credit_card,2026-07-09T10:27:58,completed
1637,801,108,1,162.41,162.41,cod,2026-02-20T18:42:21,refunded
1638,131,48,1,40.06,40.06,upi,2026-04-11T02:57:35,completed
1639,875,148,3,329.12,987.36,cod,2026-03-29T05:45:19,completed
1640,334,479,1,223.73,223.73,wallet,2026-07-01T01:35:31,completed
1641,227,137,2,35.51,71.02,credit_card,2026-07-10T06:00:53,completed
1642,532,461,1,463.09,463.09,debit_card,2026-02-07T18:00:43,completed
1643,607,368,4,230.99,923.96,debit_card,2026-03-14T14:52:59,refunded
1644,915,8,5,27.12,135.6,credit_card,2026-07-12T00:54:24,completed
1645,312,165,5,232.2,1161.0,debit_card,2026-07-02T04:57:34,completed
1646,486,67,5,67.83,339.15,wallet,2026-07-04T03:07:54,pending
1647,503,130,5,207.59,1037.95,wallet,2026-03-24T00:02:54,completed
1648,550,457,1,70.12,70.12,wallet,2026-03-22T05:09:33,completed
1649,884,314,3,290.94,872.82,cod,2026-05-26T12:57:39,completed
1650,17,290,1,185.82,185.82,wallet,2026-02-06T18:19:02,completed
1651,55,307,4,395.83,1583.32,upi,2026-01-26T14:31:26,completed
1652,886,29,3,222.34,667.02,upi,2026-04-26T05:36:42,refunded
1653,609,111,3,14.86,44.58,credit_card,2026-01-27T08:11:15,completed
1654,724,162,4,138.2,552.8,upi,2026-07-11T09:49:44,completed
1655,369,476,2,315.09,630.18,debit_card,2026-07-06T05:02:50,completed
1656,519,306,4,213.24,,cod,2026-05-17T04:49:03,pending
1657,533,338,1,460.49,460.49,debit_card,2026-06-30T04:01:58,completed
1658,970,59,1,38.43,38.43,credit_card,2026-01-31T10:11:10,completed
1659,415,260,5,232.32,1161.6,wallet,2026-04-27T09:02:56,completed
1660,145,179,1,73.0,73.0,upi,2026-06-05T05:16:18,completed
1661,327,160,5,419.64,2098.2,wallet,2026-07-19T06:14:40,completed
1662,882,106,4,330.15,1320.6,cod,2026-03-24T06:01:52,pending
1663,972,482,4,152.73,610.92,credit_card,2026-05-13T09:32:20,completed
1664,12,222,1,61.44,61.44,debit_card,2026-04-19T02:13:44,completed
1665,268,496,4,168.6,674.4,credit_card,2026-03-06T01:13:38,completed
1666,168,469,3,49.77,149.31,credit_card,2026-05-05T12:06:37,cancelled
1667,389,18,5,95.61,478.05,credit_card,2026-02-25T06:25:02,completed
1668,844,321,5,426.03,2130.15,debit_card,2026-05-07T12:42:48,completed
1669,169,34,4,496.28,1985.12,upi,2026-04-12T13:00:15,pending
1670,928,203,5,215.87,1079.35,credit_card,2026-02-23T10:27:17,pending
1671,339,362,1,87.62,87.62,debit_card,2026-07-10T15:02:19,completed
1672,622,159,1,246.95,246.95,wallet,2026-02-04T06:14:10,completed
1673,226,103,2,175.3,350.6,debit_card,2026-07-12T13:55:53,completed
1674,374,74,4,189.54,758.16,upi,2026-02-13T23:09:19,completed
1675,318,206,1,400.95,400.95,cod,2026-03-29T13:19:47,completed
1676,865,263,2,338.28,676.56,wallet,2026-06-15T02:38:12,completed
1677,865,168,3,329.78,989.34,credit_card,2026-03-17T14:06:52,completed
1678,989,385,5,195.47,977.35,cod,2026-06-13T08:01:12,completed
1679,614,34,5,496.28,,cod,2026-02-05T07:46:03,completed
1680,993,478,2,305.95,611.9,credit_card,2026-03-21T08:29:55,completed
1681,668,4,1,198.61,198.61,upi,2026-03-02T05:45:59,completed
1682,933,285,5,93.68,468.4,wallet,2026-04-03T20:54:56,completed
1683,178,378,5,59.63,298.15,upi,2026-01-22T00:24:55,completed
1684,283,443,3,434.37,,debit_card,2026-05-22T18:52:14,completed
1685,306,489,3,424.66,,cod,2026-04-05T06:47:13,completed
1686,799,23,1,210.74,210.74,debit_card,2026-02-27T03:34:39,completed
1687,569,359,3,117.97,,credit_card,2026-02-19T05:32:41,completed
1688,460,395,2,346.18,692.36,credit_card,2026-01-21T05:20:17,refunded
1689,622,260,2,232.32,464.64,wallet,2026-05-26T15:33:11,completed
1690,713,185,3,13.87,41.61,wallet,2026-05-27T15:31:22,completed
1691,259,270,4,75.52,302.08,wallet,2026-04-09T16:03:38,completed
1692,373,74,2,189.54,379.08,cod,2026-07-15T06:53:18,completed
1693,546,491,2,120.2,240.4,debit_card,2026-03-29T22:38:02,completed
1694,667,302,2,39.08,78.16,cod,2026-03-13T11:19:49,completed
1695,575,178,3,434.41,1303.23,upi,2026-05-28T23:36:06,pending
1696,284,365,4,370.11,1480.44,debit_card,2026-05-08T19:26:47,cancelled
1697,802,64,1,33.66,33.66,upi,2026-02-20T16:47:54,completed
1698,893,18,5,95.61,478.05,upi,2026-01-30T06:22:44,pending
1699,261,136,1,27.09,27.09,upi,2026-01-26T21:22:56,completed
1700,182,76,2,167.01,334.02,debit_card,2026-06-05T19:31:35,completed
1701,644,474,3,284.92,854.76,cod,2026-04-13T10:39:50,completed
1702,498,347,3,228.11,684.33,credit_card,2026-05-02T16:17:27,completed
1703,223,200,5,78.83,394.15,wallet,2026-04-26T17:10:29,refunded
1704,188,402,4,164.69,658.76,cod,2026-04-08T02:10:56,completed
1705,97,475,4,385.73,1542.92,cod,2026-07-06T06:05:32,completed
1706,337,164,4,403.52,1614.08,cod,2026-03-21T11:35:59,completed
1707,432,203,2,215.87,431.74,wallet,2026-04-28T04:14:34,refunded
1708,171,259,4,415.23,1660.92,wallet,2026-04-06T21:22:02,completed
1709,156,276,2,88.48,176.96,debit_card,2026-06-16T13:32:03,completed
1710,658,271,1,337.13,337.13,credit_card,2026-05-21T05:28:32,completed
1711,38,219,2,22.74,45.48,credit_card,2026-04-19T23:40:44,completed
1712,394,422,3,410.66,1231.98,upi,2026-05-26T20:47:35,completed
1713,412,432,4,165.09,660.36,credit_card,2026-06-20T18:33:52,completed
1714,578,494,2,130.94,261.88,wallet,2026-06-29T23:25:47,completed
1715,639,396,3,354.78,1064.34,credit_card,2026-02-03T14:52:46,completed
1716,260,69,2,250.59,501.18,wallet,2026-04-24T11:03:40,refunded
1717,146,195,2,332.93,665.86,upi,2026-05-26T05:55:30,completed
1718,810,200,1,78.83,78.83,cod,2026-03-10T11:10:14,completed
1719,106,312,3,284.51,853.53,upi,2026-03-03T03:49:31,completed
1720,792,356,5,246.31,1231.55,debit_card,2026-02-26T11:15:41,completed
1721,430,211,5,353.76,1768.8,debit_card,2026-07-15T11:05:12,completed
1722,420,12,5,227.54,1137.7,wallet,2026-07-10T16:36:54,completed
1723,58,370,3,157.39,472.17,cod,2026-07-14T15:25:07,cancelled
1724,756,499,3,279.81,839.43,credit_card,2026-04-26T22:44:17,pending
1725,888,90,5,111.44,557.2,upi,2026-05-16T02:09:04,completed
1726,741,300,1,416.03,416.03,wallet,2026-04-26T09:37:44,completed
1727,325,6,5,159.39,796.95,wallet,2026-02-07T10:17:46,completed
1728,272,114,5,353.75,1768.75,credit_card,2026-03-25T10:49:30,completed
1729,650,498,5,464.26,2321.3,debit_card,2026-06-03T08:43:06,cancelled
1730,842,343,5,232.73,1163.65,wallet,2026-02-15T00:15:25,completed
1731,962,66,1,352.24,352.24,upi,2026-07-17T20:58:45,completed
1732,671,140,2,44.08,88.16,wallet,2026-03-15T22:23:44,completed
1733,565,456,4,155.16,620.64,credit_card,2026-04-23T21:04:06,pending
1734,696,366,3,19.14,57.42,debit_card,2026-03-02T23:12:42,completed
1735,322,460,3,239.55,718.65,upi,2026-04-08T03:17:40,completed
1736,825,472,5,354.58,1772.9,upi,2026-03-09T07:48:59,completed
1737,992,388,1,321.07,321.07,upi,2026-04-11T05:09:02,completed
1738,242,376,5,44.21,221.05,cod,2026-06-21T03:29:38,completed
1739,289,490,1,283.5,283.5,credit_card,2026-03-10T21:18:16,completed
1740,824,38,4,293.07,1172.28,upi,2026-05-26T16:49:34,completed
1741,156,15,5,483.13,2415.65,wallet,2026-06-13T08:12:38,refunded
1742,452,122,1,108.79,108.79,debit_card,2026-03-09T07:21:13,completed
1743,434,260,2,232.32,464.64,debit_card,2026-02-08T03:25:11,completed
1744,121,12,2,227.54,455.08,debit_card,2026-04-13T08:32:56,completed
1745,882,340,5,247.95,1239.75,debit_card,2026-05-11T22:13:58,completed
1746,194,146,5,285.46,1427.3,upi,2026-03-06T07:28:30,refunded
1747,33,219,2,22.74,45.48,upi,2026-04-07T11:09:40,completed
1748,846,109,2,283.99,567.98,upi,2026-06-18T04:21:45,completed
1749,292,285,4,93.68,374.72,upi,2026-06-08T04:22:44,completed
1750,695,272,1,148.87,148.87,debit_card,2026-06-01T04:08:14,completed
1751,476,158,4,412.64,1650.56,cod,2026-02-02T04:56:08,completed
1752,488,3,5,57.44,287.2,credit_card,2026-06-09T13:58:43,completed
1753,528,27,5,381.2,1906.0,debit_card,2026-05-22T09:20:13,completed
1754,841,429,4,202.27,809.08,debit_card,2026-04-19T06:37:42,completed
1755,46,423,5,43.85,219.25,upi,2026-03-28T05:20:49,pending
1756,213,441,3,31.28,93.84,wallet,2026-05-13T12:21:04,completed
1757,561,30,2,431.22,862.44,cod,2026-02-09T23:55:45,completed
1758,818,49,1,441.09,441.09,cod,2026-03-23T14:51:01,completed
1759,600,491,5,120.2,601.0,cod,2026-06-06T13:51:51,completed
1760,883,238,5,137.15,685.75,upi,2026-06-12T17:24:43,completed
1761,567,19,5,73.24,366.2,wallet,2026-02-17T04:24:47,completed
1762,818,198,5,151.2,756.0,debit_card,2026-02-24T10:50:00,completed
1763,122,498,5,464.26,2321.3,debit_card,2026-07-17T22:37:53,pending
1764,669,493,1,170.23,170.23,wallet,2026-05-07T09:05:57,completed
1765,943,372,5,269.87,1349.35,credit_card,2026-03-25T18:17:39,completed
1766,99,311,5,81.62,408.1,cod,2026-06-21T05:02:19,completed
1767,26,464,1,307.69,307.69,upi,2026-03-03T05:26:03,refunded
1768,319,120,5,168.93,844.65,debit_card,2026-04-27T13:55:48,completed
1769,178,226,2,359.81,719.62,upi,2026-03-22T20:10:34,completed
1770,102,484,4,183.29,733.16,debit_card,2026-04-05T05:14:46,completed
1771,14,312,2,284.51,569.02,upi,2026-04-02T14:26:41,completed
1772,321,100,1,208.94,208.94,cod,2026-06-02T20:44:02,completed
1773,977,430,4,103.06,412.24,credit_card,2026-03-28T16:10:57,completed
1774,94,375,3,85.82,257.46,debit_card,2026-04-28T00:08:41,completed
1775,139,254,4,193.78,775.12,credit_card,2026-05-16T02:40:10,completed
1776,489,327,2,230.11,460.22,credit_card,2026-05-12T15:51:29,completed
